name	x	y	z	size	group	hemisphere	type	ind.region
TG1	-42.7235	10.6588	-46.6537262662855	7.065	TG	L	grid	inferiortemporal
TG2	-50.8982	5.19945	-40.7860760331927	7.065	TG	L	grid	inferiortemporal
TG3	-52.1714	-5.23206	-36.3637508995704	7.065	TG	L	grid	inferiortemporal
TG4	-56.2332	-14.6167	-32.5595701244415	7.065	TG	L	grid	inferiortemporal
TG5	-59.4599	-21.2331	-26.277091975503	7.065	TG	L	grid	inferiortemporal
TG6	-60.9346	-29.4835	-21.490056575902	7.065	TG	L	grid	middletemporal
TG7	-59.3576	-39.7982	-18.7558486926637	7.065	TG	L	grid	inferiortemporal
TG8	-61.8843	-47.9221	-10.5342998265156	7.065	TG	L	grid	middletemporal
TG9	-47.4745	20.4627	-39.9290347409435	7.065	TG	L	grid	middletemporal
TG10	-50.451	14.2256	-30.1587060739443	7.065	TG	L	grid	inferiortemporal
TG11	-52.2127	3.6805	-25.3480832406102	7.065	TG	L	grid	middletemporal
TG12	-55.888	-8.3675	-22.5382778229774	7.065	TG	L	grid	middletemporal
TG13	-59.3935	-17.4777	-16.5900945437776	7.065	TG	L	grid	middletemporal
TG14	-58.1838	-24.3924	-14.0395171768133	7.065	TG	L	grid	middletemporal
TG15	-57.138	-35.4018	-14.1580874457697	7.065	TG	L	grid	middletemporal
TG16	-56.2367	-41.0043	-4.31483736889527	7.065	TG	L	grid	middletemporal
TG18	-50.3167	16.8029	-23.8916506724043	7.065	TG	L	grid	middletemporal
TG19	-53.2882	9.37037	-17.5207708495216	7.065	TG	L	grid	middletemporal
TG20	-55.6673	-1.4378	-14.8973303976863	7.065	TG	L	grid	middletemporal
TG21	-57.176	-10.1068	-13.5008170210868	7.065	TG	L	grid	middletemporal
TG22	-56.2456	-16.9794	-3.94737420238769	7.065	TG	L	grid	middletemporal
TG23	-54.1572	-24.5374	2.25129005798811	7.065	TG	L	grid	middletemporal
TG24	-55.7902	-32.4975	5.32847702059994	7.065	TG	L	grid	superiortemporal
TG26	-49.9434	18.1921	-13.9721877844432	7.065	TG	L	grid	superiortemporal
TG27	-54.3555	13.5862	-9.19712801785124	7.065	TG	L	grid	superiortemporal
TG28	-58.0224	5.87784	-6.84467713387453	7.065	TG	L	grid	superiortemporal
TG29	-57.9554	-0.993948	0.175196877926289	7.065	TG	L	grid	superiortemporal
