onset	duration	sample	trial_type	response_time	stim_file	item_name	category	serialpos	list	test	answer	experiment	session	subject
0.0	0.0	77465	INSTRUCT_START	n/a	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	catFR1	0	R1204T
0.0	10.915	77465	INSTRUCT_END	n/a	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	catFR1	0	R1204T
10.915	0.0	88379	SESS_START	n/a	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	catFR1	0	R1204T
10.915	19.5	88379	MIC_TEST	n/a	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	catFR1	0	R1204T
30.415	10.093	107878	PRACTICE_TRIAL	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
40.508	10.0	117970	COUNTDOWN_START	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
50.936	0.007	128398	COUNTDOWN_END	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
50.943	1.6	128405	PRACTICE_ORIENT	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
52.559	1.934	130020	PRACTICE_ORIENT_OFF	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
54.493	1.6	131954	PRACTICE_WORD	n/a	n/a	RHINO	n/a	-1	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
56.111	0.8	133572	PRACTICE_WORD_OFF	n/a	n/a	RHINO	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
56.911	1.6	134372	PRACTICE_WORD	n/a	n/a	IRON	n/a	-1	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
58.527	1.016	135988	PRACTICE_WORD_OFF	n/a	n/a	IRON	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
59.543	1.6	137004	PRACTICE_WORD	n/a	n/a	WATCH	n/a	-1	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
61.161	0.817	138622	PRACTICE_WORD_OFF	n/a	n/a	WATCH	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
61.978	1.6	139439	PRACTICE_WORD	n/a	n/a	CHEST	n/a	-1	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
63.594	0.834	141055	PRACTICE_WORD_OFF	n/a	n/a	CHEST	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
64.428	1.6	141889	PRACTICE_WORD	n/a	n/a	COTTON	n/a	-1	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
66.046	0.816	143507	PRACTICE_WORD_OFF	n/a	n/a	COTTON	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
66.862	1.6	144323	PRACTICE_WORD	n/a	n/a	CAMEL	n/a	-1	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
68.478	0.785	145939	PRACTICE_WORD_OFF	n/a	n/a	CAMEL	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
69.263	1.6	146723	PRACTICE_WORD	n/a	n/a	WAGON	n/a	-1	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
70.88	0.866	148340	PRACTICE_WORD_OFF	n/a	n/a	WAGON	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
71.746	1.6	149206	PRACTICE_WORD	n/a	n/a	ATTIC	n/a	-1	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
73.363	0.884	150823	PRACTICE_WORD_OFF	n/a	n/a	ATTIC	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
74.247	1.6	151707	PRACTICE_WORD	n/a	n/a	RING	n/a	-1	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
75.864	0.967	153324	PRACTICE_WORD_OFF	n/a	n/a	RING	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
76.831	1.6	154291	PRACTICE_WORD	n/a	n/a	BEAM	n/a	-1	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
78.447	0.983	155907	PRACTICE_WORD_OFF	n/a	n/a	BEAM	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
79.43	1.6	156890	PRACTICE_WORD	n/a	n/a	FLOOD	n/a	-1	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
81.032	0.983	158492	PRACTICE_WORD_OFF	n/a	n/a	FLOOD	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
82.015	1.6	159475	PRACTICE_WORD	n/a	n/a	TONGUE	n/a	-1	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
83.631	0.0	161091	ENCODING_END	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
83.631	0.001	161091	PRACTICE_WORD_OFF	n/a	n/a	TONGUE	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
83.632	0.0	161092	DISTRACT_START	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
83.632	0.016	161092	START	n/a	n/a	n/a	n/a	-999	-1	[-999, -999, -999]	n/a	catFR1	0	R1204T
83.648	4.834	161108	PROB	4.805	n/a	n/a	n/a	-999	-1	[7, 6, 6]	13.0	catFR1	0	R1204T
88.482	4.984	165941	PROB	4.947	n/a	n/a	n/a	-999	-1	[9, 9, 3]	21.0	catFR1	0	R1204T
93.466	4.101	170925	PROB	4.067	n/a	n/a	n/a	-999	-1	[9, 1, 9]	19.0	catFR1	0	R1204T
97.567	5.669	175026	PROB	5.63	n/a	n/a	n/a	-999	-1	[1, 4, 7]	12.0	catFR1	0	R1204T
103.236	6.018	180694	PROB	6.018	n/a	n/a	n/a	-999	-1	[7, 2, 6]	15.0	catFR1	0	R1204T
109.254	0.016	186712	STOP	n/a	n/a	n/a	n/a	-999	-1	[-999, -999, -999]	n/a	catFR1	0	R1204T
109.27	0.634	186728	DISTRACT_END	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
109.904	0.516	187362	RETRIEVAL_ORIENT	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
110.42	30.012	187878	PRACTICE_REC_START	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
140.432	23.28	217888	PRACTICE_REC_END	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	0	R1204T
163.712	0.5	241167	TRIAL	n/a	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	catFR1	0	R1204T
164.212	10.0	241667	COUNTDOWN_START	n/a	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	catFR1	0	R1204T
174.64	0.008	252094	COUNTDOWN_END	n/a	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	catFR1	0	R1204T
174.648	1.6	252102	ORIENT	n/a	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	catFR1	0	R1204T
176.266	2.132	253720	ORIENT_OFF	n/a	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	catFR1	0	R1204T
178.398	1.6	255852	WORD	n/a	wordpools/wordpool_categorized_EN.txt	OCEAN	Landscapes	1	1	[0, 0, 0]	n/a	catFR1	0	R1204T
179.999	0.901	257453	WORD_OFF	n/a	n/a	OCEAN	n/a	1	1	[0, 0, 0]	n/a	catFR1	0	R1204T
180.9	1.6	258354	WORD	n/a	wordpools/wordpool_categorized_EN.txt	STREAM	Landscapes	2	1	[0, 0, 0]	n/a	catFR1	0	R1204T
182.516	0.85	259970	WORD_OFF	n/a	n/a	STREAM	n/a	2	1	[0, 0, 0]	n/a	catFR1	0	R1204T
183.366	1.6	260820	WORD	n/a	wordpools/wordpool_categorized_EN.txt	LEVEL	Tools	3	1	[0, 0, 0]	n/a	catFR1	0	R1204T
184.984	0.983	262438	WORD_OFF	n/a	n/a	LEVEL	n/a	3	1	[0, 0, 0]	n/a	catFR1	0	R1204T
185.967	1.6	263420	WORD	n/a	wordpools/wordpool_categorized_EN.txt	HAMMER	Tools	4	1	[0, 0, 0]	n/a	catFR1	0	R1204T
