name	x	y	z	size	group	hemisphere	type	ind.region
A1	46.0281	-26.2753	19.2402796462047	-999	A	R	depth	supramarginal
A2	48.1161	-23.9533	18.1242084329969	-999	A	R	depth	supramarginal
A3	51.6498	-21.9931	18.8552401824419	-999	A	R	depth	supramarginal
A4	55.339	-20.6117	18.9574612630305	-999	A	R	depth	supramarginal
A5	59.0924	-18.033	20.1557079968724	-999	A	R	depth	supramarginal
A6	62.5681	-15.5341	20.8300639132332	-999	A	R	depth	supramarginal
A7	65.2374	-13.7707	20.4354591498777	-999	A	R	depth	supramarginal
A8	66.5454	-12.2901	20.9431366165206	-999	A	R	depth	supramarginal
MI1	38.2059	-6.64776	49.6630431202006	-999	MI	R	depth	precentral
MI2	41.8043	-6.85211	47.2748832383131	-999	MI	R	depth	precentral
MI3	45.1966	-6.54844	46.4893991580986	-999	MI	R	depth	precentral
MI4	48.4373	-5.38384	44.6707435693215	-999	MI	R	depth	postcentral
MI5	51.7539	-2.83786	43.3508204818059	-999	MI	R	depth	postcentral
MI6	54.6352	-0.37273	44.2704017786407	-999	MI	R	depth	precentral
SMG1	36.4278	-44.8948	18.4454248922451	-999	SMG	R	depth	inferiorparietal
SMG2	40.1098	-44.201	18.8194649882315	-999	SMG	R	depth	inferiorparietal
SMG3	43.4734	-43.1681	19.1181696593766	-999	SMG	R	depth	inferiorparietal
SMG4	47.1527	-41.9674	19.0047914546262	-999	SMG	R	depth	inferiorparietal
SMG5	50.5019	-38.9287	18.6895873884483	-999	SMG	R	depth	supramarginal
SMG6	53.8843	-36.3329	18.6271520113162	-999	SMG	R	depth	supramarginal
SMG7	57.0942	-32.8402	19.5795667301183	-999	SMG	R	depth	supramarginal
SMG8	60.3526	-30.0333	18.9990154339733	-999	SMG	R	depth	supramarginal
SMG9	63.9184	-27.4926	17.6875230757795	-999	SMG	R	depth	supramarginal
SMG10	66.9929	-24.9101	17.2890296438341	-999	SMG	R	depth	supramarginal
MS1	9.59844	-26.8436	74.5236890833735	-999	MS	R	depth	paracentral
MS2	12.0917	-26.1646	74.8907553945229	-999	MS	R	depth	precentral
MS3	14.6247	-25.3043	74.9470096242455	-999	MS	R	depth	precentral
MS4	17.0533	-24.3601	74.7531183736232	-999	MS	R	depth	precentral
MS5	21.2165	-23.1701	74.7235799171766	-999	MS	R	depth	precentral
MS6	25.6402	-22.4429	74.2709116940526	-999	MS	R	depth	precentral
