name	x	y	z	size	group	hemisphere	type	ind.region
1Ld1	-20.2838	3.7119	-18.8205722158629	5.024	1Ld	L	depth	insula
1Ld2	-23.1735	3.62935	-18.928938516783	5.024	1Ld	L	depth	insula
1Ld3	-26.3217	3.55612	-18.9067199853899	5.024	1Ld	L	depth	insula
1Ld4	-30.7324	2.97689	-18.5920134520616	5.024	1Ld	L	depth	insula
1Ld5	-34.4774	3.32876	-18.9643380157981	5.024	1Ld	L	depth	insula
1Ld6	-38.7099	2.77153	-17.3524155514703	5.024	1Ld	L	depth	insula
1Ld7	-41.7911	2.55632	-16.5130120526438	5.024	1Ld	L	depth	superiortemporal
1Ld8	-45.256	1.6465	-14.7067531298719	5.024	1Ld	L	depth	superiortemporal
1Ld9	-48.4977	0.385456	-15.0587342927626	5.024	1Ld	L	depth	superiortemporal
1Ld10	-52.9375	-1.69875	-16.8191592977176	5.024	1Ld	L	depth	superiortemporal
1Ld11	-57.7086	-3.2719	-17.8893381182876	5.024	1Ld	L	depth	middletemporal
1Ld12	-61.195	-4.6635	-18.7763038751749	5.024	1Ld	L	depth	middletemporal
1Ld13	-64.9924	-5.1613	-18.7601503886534	5.024	1Ld	L	depth	middletemporal
1Ld14	-68.046	-5.20723	-17.5444543501385	5.024	1Ld	L	depth	middletemporal
1Ld15	-70.2344	-4.89342	-16.0802266019143	5.024	1Ld	L	depth	middletemporal
3Ld1	-23.1064	-10.1352	-17.456459497631	5.024	3Ld	L	depth	insula
3Ld2	-27.1637	-9.48875	-17.1753236448174	5.024	3Ld	L	depth	insula
3Ld3	-31.9579	-9.44141	-18.1512116552559	5.024	3Ld	L	depth	insula
3Ld4	-36.5201	-9.98752	-18.4689394462669	5.024	3Ld	L	depth	insula
3Ld5	-39.9244	-10.1777	-17.4767544422453	5.024	3Ld	L	depth	insula
3Ld6	-42.4551	-10.7457	-16.6296635728642	5.024	3Ld	L	depth	insula
3Ld7	-44.8382	-12.4533	-16.0915025362962	5.024	3Ld	L	depth	superiortemporal
3Ld8	-47.6498	-13.4403	-15.6613165336401	5.024	3Ld	L	depth	superiortemporal
3Ld9	-52.4005	-14.1701	-15.0206485139911	5.024	3Ld	L	depth	middletemporal
