onset	duration	sample	trial_type	response_time	stim_file	item_name	category	serialpos	list	test	answer	experiment	session	subject
0.0	0.961	2320	INSTRUCT_START	n/a	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	catFR1	3	R1400N
0.961	20.582	3275	INSTRUCT_END	n/a	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	catFR1	3	R1400N
21.543	10.352	23864	COUNTDOWN_START	n/a	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	catFR1	3	R1400N
31.895	0.0	34214	COUNTDOWN_END	n/a	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	catFR1	3	R1400N
31.895	2.166	34214	ENCODING_START	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
34.061	1.616	36367	WORD	n/a	n/a	FOLDER	OfficeSupplies	1	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
35.677	0.834	37995	WORD_OFF	n/a	n/a	FOLDER	OfficeSupplies	1	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
36.511	1.616	38819	WORD	n/a	n/a	STAPLER	OfficeSupplies	2	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
38.127	0.984	40447	WORD_OFF	n/a	n/a	STAPLER	OfficeSupplies	2	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
39.111	1.6	41420	WORD	n/a	n/a	COTTON	Fabric	3	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
40.711	0.85	43030	WORD_OFF	n/a	n/a	COTTON	Fabric	3	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
41.561	1.6	43872	WORD	n/a	n/a	SUEDE	Fabric	4	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
43.161	0.85	45482	WORD_OFF	n/a	n/a	SUEDE	Fabric	4	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
44.011	1.6	46324	WORD	n/a	n/a	ATTIC	Building	5	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
45.611	0.9	47915	WORD_OFF	n/a	n/a	ATTIC	Building	5	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
46.511	1.6	48832	WORD	n/a	n/a	BATHROOM	Building	6	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
48.111	0.849	50423	WORD_OFF	n/a	n/a	BATHROOM	Building	6	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
48.96	1.6	51265	WORD	n/a	n/a	MARKER	OfficeSupplies	7	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
50.56	0.767	52875	WORD_OFF	n/a	n/a	MARKER	OfficeSupplies	7	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
51.327	1.6	53642	WORD	n/a	n/a	NOTEBOOK	OfficeSupplies	8	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
52.927	0.834	55233	WORD_OFF	n/a	n/a	NOTEBOOK	OfficeSupplies	8	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
53.761	1.6	56076	WORD	n/a	n/a	NYLON	Fabric	9	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
55.361	0.883	57667	WORD_OFF	n/a	n/a	NYLON	Fabric	9	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
56.244	1.6	58565	WORD	n/a	n/a	WOOL	Fabric	10	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
57.844	0.799	60156	WORD_OFF	n/a	n/a	WOOL	Fabric	10	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
58.643	1.616	60961	WORD	n/a	n/a	ROOF	Building	11	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
60.259	0.785	62570	WORD_OFF	n/a	n/a	ROOF	Building	11	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
61.044	1.6	63356	WORD	n/a	n/a	FOUNDATION	Building	12	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
62.644	0.001	64966	WORD_OFF	n/a	n/a	FOUNDATION	Building	12	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
62.645	0.001	64957	PROB	4.082	n/a	n/a	n/a	-999	-1	[8, 3, 5]	16.0	catFR1	3	R1400N
62.646	0.0	64966	DISTRACT_START	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
62.646	0.0	64966	ENCODING_END	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	3	R1400N
